ID	tat_toxic	tat_detox1
630	Бу очракта кутене генэ тугел , эллэнэрсэлэрэне жыртырга була .	Бу очракта кутене генэ тугел , эллэнэрсэлэрэне жыртырга була .
631	Бу илдэ кутен белэн кадак суырсан да ,кешегэ ярап булмый.	Бу илдэ кутен белэн кадак суырсан да ,кешегэ ярап булмый.
632	Актаныш урамнарын каммунальный них**да карамый,житэкчесе череп баеп бетте инде!	Актаныш урамнарын каммунальный них**да карамый,житэкчесе череп баеп бетте инде!
633	Токерэ хэзер халыкка , нигэ кутенэ тибеп чыгармыйлар !	Токерэ хэзер халыкка , нигэ кутенэ тибеп чыгармыйлар !
634	Салкын эле,узен чык...кутене катып йор шунда))))	Салкын эле,узен чык...кутене катып йор шунда))))
635	Барып кутен с*к	Барып кутен с*к
636	кутен сегелсен иртэгэ,пешеп чык парада утыра-утыра..:))	кутен сегелсен иртэгэ,пешеп чык парада утыра-утыра..:))
637	давай,крыса,сина да тэмле тошлэр..:))	давай,крыса,сина да тэмле тошлэр..:))
638	кутенне дэ сортеп бирмэскэме?	кутенне дэ сортеп бирмэскэме?
639	Ииии Аллам сезне бит бэйлэп куймаганнар, кутенэ тибеп чыгар	Ииии Аллам сезне бит бэйлэп куймаганнар, кутенэ тибеп чыгар
640	але килэчэктэ аягын юып ,суында эчерер,мингерэу ишэк.	але килэчэктэ аягын юып ,суында эчерер,мингерэу ишэк.
641	Бу татар халкының хурлыгы, аны нигә куясыз?	Бу татар халкының хурлыгы, аны нигә куясыз?
642	Татар башын татар ашаган,ул заманаларда да сатлык җаннар күп булган, урыс аракысына сатылып	Татар башын татар ашаган,ул заманаларда да сатлык җаннар күп булган, урыс аракысына сатылып
643	Пычырак телле эдэм синен дэ кукэй эшен бармы кешегэ шулай язарга	Пычырак телле эдэм синен дэ кукэй эшен бармы кешегэ шулай язарга
644	ычкынып бара бу постепенно	ычкынып бара бу постепенно
645	Машинаны куып кертү өчен, гараждан бу машинаны куып чыгарырга кирәк, сарык	Машинаны куып кертү өчен, гараждан бу машинаны куып чыгарырга кирәк, сарык
646	яшьлеген эрэм итэ инде, карт усырак белэн	яшьлеген эрэм итэ инде, карт усырак белэн
647	Ххатынын балаларын ташлап, яшь хатынга илэнде, хазер мактанып, кутак бэете укып утыра	Ххатынын балаларын ташлап, яшь хатынга илэнде, хазер мактанып, кутак бэете укып утыра
648	Давай мазга секмэ эле Иван	Давай мазга секмэ эле Иван
649	Акерма сарек кебек	Акерма сарек кебек
650	авызынны сегим нэрсэ бу	авызынны сегим нэрсэ бу
651	ничек инде бу яшь матур кыз бу карт тэрене яратсан?	ничек инде бу яшь матур кыз бу карт тэрене яратсан?
652	Акча очен берешеп беткэн бабай куенында яткачы,уз тинен, белан тормыш иту якшырак тугел микан.	Акча очен берешеп беткэн бабай куенында яткачы,уз тинен, белан тормыш иту якшырак тугел микан.
653	косасы килэ инде бу Ильмирадан, жилбэзэк,ялганчы бер хатын инде..	косасы килэ инде бу Ильмирадан, жилбэзэк,ялганчы бер хатын инде..
654	Узбак кара халыкнын балаларын яклап ятканчы, татар телен саклап калса лар бик айбат булыр иде Миннехановка.	Узбак кара халыкнын балаларын яклап ятканчы, татар телен саклап калса лар бик айбат булыр иде Миннехановка.
655	Инде кайда карама шул кара халык басты, жыен авыру шулар дан чыга, сасып йорилар	Инде кайда карама шул кара халык басты, жыен авыру шулар дан чыга, сасып йорилар
656	Кутак куз, барганда кая карый ул малай?	Кутак куз, барганда кая карый ул малай?
657	Кузенэ кутак ускэн штоли белэт	Кузенэ кутак ускэн штоли белэт
658	Эйдэ кутак чэйнэп йормэгез инде кичкэ таба	Эйдэ кутак чэйнэп йормэгез инде кичкэ таба
659	Чукеч то арга ойрэн, кутак кул, ананны себрим	Чукеч то арга ойрэн, кутак кул, ананны себрим
660	Сектен син ашап.	Сектен син ашап.
661	Мунча мени бу кутагым, абаааау	Мунча мени бу кутагым, абаааау
662	Дивана ЧТОЛЬ Чапылдатма эле шул авызынны !!!	Дивана ЧТОЛЬ Чапылдатма эле шул авызынны !!!
663	кайсы районнан чыккан бу ужым бозады	кайсы районнан чыккан бу ужым бозады
664	Сегеп салды блэт нормальный рулонны	Сегеп салды блэт нормальный рулонны
665	Киракса узенне сегабез	Киракса узенне сегабез
666	Кешесенэ лэгэсен бит инде ээээ теленне кутенэ тыгалар точно, аннары елама яме	Кешесенэ лэгэсен бит инде ээээ теленне кутенэ тыгалар точно, аннары елама яме
667	Секкечен сынмасын	Секкечен сынмасын
668	Фу хашарат, аны сулап тормыйлар	Фу хашарат, аны сулап тормыйлар
669	Ник бу дуракны монда курсетелер дурдомга озатырга кирек	Ник бу дуракны монда курсетелер дурдомга озатырга кирек
670	Бу нинди псих хатын?	Бу нинди псих хатын?
671	Бу бит сэлэмэт кеше тугел, дивана..	Бу бит сэлэмэт кеше тугел, дивана..
672	Тычкак	Тычкак
673	Авызынны, улчэп ач берэз, оятсыз.	Авызынны, улчэп ач берэз, оятсыз.
674	Уф кыяфэтсез Яруллин хэтле бул эле башта, оятсыз	Уф кыяфэтсез Яруллин хэтле бул эле башта, оятсыз
675	Нишлэп бетте безнен егетлэр, хатын кыз сыман кут болгап жырлагач матур дип белэлэр микэн сон????	Нишлэп бетте безнен егетлэр, хатын кыз сыман кут болгап жырлагач матур дип белэлэр микэн сон????
676	Сэхнэдэ дэ артистлар шулай кылана бит, гел кут болгап жырлыйлар.	Сэхнэдэ дэ артистлар шулай кылана бит, гел кут болгап жырлыйлар.
677	Бушкуык, күптән вакыт иде	Бушкуык, күптән вакыт иде
678	Кутагым блэт кутагыма шул эйберне уйлап чыгардылар мени кутак башлар кутагым	Кутагым блэт кутагыма шул эйберне уйлап чыгардылар мени кутак башлар кутагым
679	әнаңне сегәем бләт хайван жабыл	әнаңне сегәем бләт хайван жабыл
680	мозга секмә итәргә (	мозга секмә итәргә (
681	Э бу маржаланган әйтмим инде кем милләте буенча татар булып туган телен белми.	Э бу маржаланган әйтмим инде кем милләте буенча татар булып туган телен белми.
682	Юкны сойлеп утырма инде, елап стрисларга эз чыкмадын, кыланчык	Юкны сойлеп утырма инде, елап стрисларга эз чыкмадын, кыланчык
683	утыралар дингэ бирелдек диеп ерилэрдэ эчеп Се...шеп дин белэн чиста булдык диеп ерилэр но халык дурак тугел Кайсы тишектэн чыканыгызны Белэбез	утыралар дингэ бирелдек диеп ерилэрдэ эчеп Се...шеп дин белэн чиста булдык диеп ерилэр но халык дурак тугел Кайсы тишектэн чыканыгызны Белэбез
684	Халык санын алу якынлашкан мэлдэ нинди тозсыз шаярту	Халык санын алу якынлашкан мэлдэ нинди тозсыз шаярту
685	Артистлар сез сонгы елларны эллэ нишлэдегез, февраль аенда сэхнэ арты пычраклары сойлэпйордегез.	Артистлар сез сонгы елларны эллэ нишлэдегез, февраль аенда сэхнэ арты пычраклары сойлэпйордегез.
686	Жыен гайбэтче, мактанчык татар эстрадасында жыелган икэн.	Жыен гайбэтче, мактанчык татар эстрадасында жыелган икэн.
687	Хатыны бик матур, но жырчы тугел, нечего аны ияртеп йорерге, ат дулаганда бака ботын кыстырган кебек.	Хатыны бик матур, но жырчы тугел, нечего аны ияртеп йорерге, ат дулаганда бака ботын кыстырган кебек.
688	Барда жырчы инде хазер этедэ бетедэ,акчан булса	Барда жырчы инде хазер этедэ бетедэ,акчан булса
689	Мишэр кутенне тишэр дип белми эйтмилэр шул.	Мишэр кутенне тишэр дип белми эйтмилэр шул.
690	Башка кайгылары юк от жира бесются илдэ сугыш бара артык акчаннны жибэр фронта оят кирэк шулкадэр кылануга	Башка кайгылары юк от жира бесются илдэ сугыш бара артык акчаннны жибэр фронта оят кирэк шулкадэр кылануга
691	Уф Аллам нига кирак инде бу хатын монда.	Уф Аллам нига кирак инде бу хатын монда.
692	Алла бар артис та эчкынды инде, тауба.	Алла бар артис та эчкынды инде, тауба.
693	Ния бу ночной бабочка кебек киенгэн	Ния бу ночной бабочка кебек киенгэн
694	Эстяга нишляден, алкаш хатынга ошагансын.	Эстяга нишляден, алкаш хатынга ошагансын.
695	Бер кызыгыда Юк, сэхнэдэ сойлэргэ ойрэн аннан чыгарсын, юнсезлек бу кем кушты сина шулай кыйланырга, тэртипсез бигрэк жэлсен унышлар сина...	Бер кызыгыда Юк, сэхнэдэ сойлэргэ ойрэн аннан чыгарсын, юнсезлек бу кем кушты сина шулай кыйланырга, тэртипсез бигрэк жэлсен унышлар сина...
696	Радикне беля без, а син кем сон, узен сойляп, узен колясен, мягнясез	Радикне беля без, а син кем сон, узен сойляп, узен колясен, мягнясез
697	Кит бер колкоседэ юг, килештермилэр дэ ичмасам, надан ойорлэ, Радикнын тырнагынада тормый сыз бит, эзерэк чама белергэ кирэк	Кит бер колкоседэ юг, килештермилэр дэ ичмасам, надан ойорлэ, Радикнын тырнагынада тормый сыз бит, эзерэк чама белергэ кирэк
698	Татар телен кутарабез эдам колкесе	Татар телен кутарабез эдам колкесе
699	То Миннехановтан кола ,то мэрхум булган жырчылардан,узен матур итеп жырларга ойран бу артистлар кебек булырга манкан кипмаган,урынына утырасынмы юкмы син тартипсез нарса.	То Миннехановтан кола ,то мэрхум булган жырчылардан,узен матур итеп жырларга ойран бу артистлар кебек булырга манкан кипмаган,урынына утырасынмы юкмы син тартипсез нарса.
700	Син узенне сойлэгэннэрен яратмыйсын бит, ник кеше чэйнисен, ярты шэрэ тэнен куренеп тора торган кулмэк киеп жырладын, бэлки ул гаилэледер, гаилэсе бн яхшы торадыр, ирененне кара, ходаем, куркыныч, тишек ертыктан колэ ди, синен кебек.	Син узенне сойлэгэннэрен яратмыйсын бит, ник кеше чэйнисен, ярты шэрэ тэнен куренеп тора торган кулмэк киеп жырладын, бэлки ул гаилэледер, гаилэсе бн яхшы торадыр, ирененне кара, ходаем, куркыныч, тишек ертыктан колэ ди, синен кебек.
